"Variable","Noise","beta_S","beta_P","mean","error"
"Error",1.5,9,1,0.366,0.00481733543279552
"Error",1.5,9,1.5,0.355,0.00478537250159252
"Error",1.5,9,2,0.3613,0.00480401278660719
"Error",1.5,9,2.5,0.3571,0.00479168603160751
"Error",1.5,9,3,0.344,0.00475064804691808
"Error",1.5,9,3.5,0.3592,0.00479789933031096
"Error",1.5,9,4,0.3387,0.00473291358965117
"Error",1.5,9,4.5,0.3519,0.00477586849609463
"Error",1.5,9,5,0.3518,0.00477555824963528
"Error",1.5,9,5.5,0.3308,0.00470524706418202
"Error",1.5,9,6,0.3195,0.00466306223579972
"Error",1.5,9,6.5,0.3261,0.00468807815716427
"Error",1.5,9,7,0.323,0.00467646094057171
"Error",1.5,9,7.5,0.3147,0.00464419507070768
"Error",1.5,9,8,0.3046,0.00460260821711343
"Error",1.5,9,8.5,0.3085,0.00461897266617254
"Error",1.5,9,9,0.3141,0.00464179637935172
"Error",1.5,9,9.5,0.3227,0.00467532425246491
"Error",1.5,9,10,0.3073,0.00461397874724061
"Error",1.5,9.5,1,0.3659,0.00481705713106461
"Error",1.5,9.5,1.5,0.3621,0.00480631553967347
"Error",1.5,9.5,2,0.3511,0.00477338009336692
"Error",1.5,9.5,2.5,0.3524,0.00477741628609409
"Error",1.5,9.5,3,0.3563,0.0047892927173512
"Error",1.5,9.5,3.5,0.3446,0.00475261430522964
"Error",1.5,9.5,4,0.3451,0.00475424644774843
"Error",1.5,9.5,4.5,0.3503,0.0047708769766902
"Error",1.5,9.5,5,0.3447,0.00475294119940532
"Error",1.5,9.5,5.5,0.3358,0.00472292987526394
"Error",1.5,9.5,6,0.329,0.00469873470317075
"Error",1.5,9.5,6.5,0.3413,0.00474169583249883
"Error",1.5,9.5,7,0.3171,0.00465370010770669
"Error",1.5,9.5,7.5,0.3262,0.00468844901384408
"Error",1.5,9.5,8,0.333,0.00471310103139464
"Error",1.5,9.5,8.5,0.3142,0.00464219678590857
"Error",1.5,9.5,9,0.3164,0.00465094260625872
"Error",1.5,9.5,9.5,0.3022,0.00459234416855882
"Error",1.5,9.5,10,0.3054,0.00460599669133099
"Error",1.5,10,1,0.3702,0.00482882260522949
"Error",1.5,10,1.5,0.3684,0.00482394766214401
"Error",1.5,10,2,0.3631,0.00480917371439019
"Error",1.5,10,2.5,0.3541,0.00478263592181509
"Error",1.5,10,3,0.3538,0.00478171961581275
"Error",1.5,10,3.5,0.3566,0.00479019191618242
"Error",1.5,10,4,0.344,0.00475064804691808
"Error",1.5,10,4.5,0.3468,0.00475975225449313
"Error",1.5,10,5,0.3458,0.00475652167553612
"Error",1.5,10,5.5,0.3482,0.00476423611868466
"Error",1.5,10,6,0.3413,0.00474169583249883
"Error",1.5,10,6.5,0.3248,0.00468323491498418
"Error",1.5,10,7,0.3271,0.00469177581263508
"Error",1.5,10,7.5,0.323,0.00467646094057171
"Error",1.5,10,8,0.317,0.00465330692374065
"Error",1.5,10,8.5,0.3265,0.00468956012835103
"Error",1.5,10,9,0.3234,0.00467797310202125
"Error",1.5,10,9.5,0.323,0.00467646094057171
"Error",1.5,10,10,0.2886,0.00453134166729133
"Error",2,1,1,0.3992,0.00489758457134365
"Error",2,1,1.5,0.3855,0.00486737548730457
"Error",2,1,2,0.3956,0.00489003632353836
"Error",2,1,2.5,0.384,0.00486382212632901
"Error",2,1,3,0.3763,0.00484480940985523
"Error",2,1,3.5,0.3803,0.00485484788173589
"Error",2,1,4,0.3565,0.00478989241078865
"Error",2,1,4.5,0.3738,0.00483835684604773
"Error",2,1,5,0.3552,0.00478597811932481
"Error",2,1,5.5,0.3301,0.00470272373854303
"Error",2,1,6,0.3814,0.00485754707402385
"Error",2,1,6.5,0.3857,0.00486784558013699
"Error",2,1,7,0.3832,0.00486190701412331
"Error",2,1,7.5,0.4369,0.0049602721124897
"Error",2,1,8,0.4985,0.00500022751757585
"Error",2,1,8.5,0.4196,0.00493518182055739
"Error",2,1,9,0.4477,0.00497282051700938
"Error",2,1,9.5,0.5163,0.00499759227957416
"Error",2,1,10,0.5025,0.00500018751523568
"Error",2,1.5,1,0.3982,0.00489551556092519
"Error",2,1.5,1.5,0.3917,0.00488154626623521
"Error",2,1.5,2,0.381,0.00485656860611096
"Error",2,1.5,2.5,0.3807,0.00485583246322308
"Error",2,1.5,3,0.3552,0.00478597811932481
"Error",2,1.5,3.5,0.3441,0.00475097633940833
"Error",2,1.5,4,0.3258,0.00468696413078619
"Error",2,1.5,4.5,0.3472,0.00476103799063553
"Error",2,1.5,5,0.3202,0.00466576606114084
"Error",2,1.5,5.5,0.3056,0.00460684124955808
"Error",2,1.5,6,0.3271,0.00469177581263508
"Error",2,1.5,6.5,0.3277,0.00469398278090522
"Error",2,1.5,7,0.3069,0.00461230596736965
"Error",2,1.5,7.5,0.3154,0.00464698218679009
"Error",2,1.5,8,0.31,0.00462516369590541
"Error",2,1.5,8.5,0.3775,0.00484785779210955
"Error",2,1.5,9,0.4812,0.00499671419187365
"Error",2,1.5,9.5,0.3539,0.00478202527979283
"Error",2,1.5,10,0.4805,0.00499644588153867
"Error",2,2,1,0.3941,0.00488680950014517
"Error",2,2,1.5,0.3936,0.0048857231838391
"Error",2,2,2,0.3735,0.00483757327712161
"Error",2,2,2.5,0.37,0.00482828450209009
"Error",2,2,3,0.3695,0.00482693535594719
"Error",2,2,3.5,0.3735,0.00483757327712161
"Error",2,2,4,0.3563,0.0047892927173512
"Error",2,2,4.5,0.3398,0.00473664856031756
"Error",2,2,5,0.3361,0.00472397190836896
"Error",2,2,5.5,0.3187,0.00465995735176321
"Error",2,2,6,0.3206,0.00466730568682162
"Error",2,2,6.5,0.3287,0.00469764172577884
"Error",2,2,7,0.2978,0.00457313977052266
"Error",2,2,7.5,0.294,0.00455614703972389
"Error",2,2,8,0.2862,0.00452006627162811
"Error",2,2,8.5,0.3178,0.00465644545210452
"Error",2,2,9,0.3142,0.00464219678590857
"Error",2,2,9.5,0.4006,0.00490044543246261
"Error",2,2,10,0.3473,0.00476135884530933
"Error",2,2.5,1,0.3974,0.00489384500897783
"Error",2,2.5,1.5,0.3917,0.00488154626623521
"Error",2,2.5,2,0.3736,0.00483783468758973
"Error",2,2.5,2.5,0.3733,0.00483704979352813
"Error",2,2.5,3,0.3699,0.00482801511731242
"Error",2,2.5,3.5,0.3553,0.00478628058602761
"Error",2,2.5,4,0.3669,0.00481983008789808
"Error",2,2.5,4.5,0.3523,0.00477710718691841
"Error",2,2.5,5,0.33,0.00470236230219686
"Error",2,2.5,5.5,0.3017,0.00459018714017176
"Error",2,2.5,6,0.3193,0.00466228749569021
"Error",2,2.5,6.5,0.3253,0.00468510256222869
"Error",2,2.5,7,0.3258,0.00468696413078619
"Error",2,2.5,7.5,0.2968,0.00456870477338278
"Error",2,2.5,8,0.3093,0.00462228163883973
"Error",2,2.5,8.5,0.3008,0.00458628819460142
"Error",2,2.5,9,0.3008,0.00458628819460142
"Error",2,2.5,9.5,0.2851,0.0045148463300248
"Error",2,2.5,10,0.318,0.0046572276063016
"Error",2,3,1,0.3957,0.00489024973332093
"Error",2,3,1.5,0.3813,0.00485730278436849
"Error",2,3,2,0.3878,0.00487272925053659
"Error",2,3,2.5,0.3711,0.00483123308083021
"Error",2,3,3,0.3675,0.00482148314006873
"Error",2,3,3.5,0.3767,0.00484582905248633
"Error",2,3,4,0.3642,0.00481229174252575
"Error",2,3,4.5,0.3641,0.00481200940808041
"Error",2,3,5,0.3692,0.00482612320051143
"Error",2,3,5.5,0.3503,0.0047708769766902
"Error",2,3,6,0.3195,0.00466306223579972
"Error",2,3,6.5,0.3313,0.00470704223739945
"Error",2,3,7,0.3115,0.00463129786258552
"Error",2,3,7.5,0.3401,0.00473766224464708
"Error",2,3,8,0.3303,0.00470344589001766
"Error",2,3,8.5,0.3057,0.00460726314501014
"Error",2,3,9,0.2978,0.00457313977052266
"Error",2,3,9.5,0.2976,0.00457225486510268
"Error",2,3,10,0.3196,0.00466344923590657
"Error",2,3.5,1,0.3959,0.00489067591147554
"Error",2,3.5,1.5,0.3852,0.00486666872166625
"Error",2,3.5,2,0.3851,0.00486643269929028
"Error",2,3.5,2.5,0.3726,0.00483521063927856
"Error",2,3.5,3,0.3735,0.00483757327712161
"Error",2,3.5,3.5,0.3639,0.00481144406591202
"Error",2,3.5,4,0.355,0.00478537250159252
"Error",2,3.5,4.5,0.3655,0.00481594168667281
"Error",2,3.5,5,0.3468,0.00475975225449313
"Error",2,3.5,5.5,0.3408,0.00474001928036984
"Error",2,3.5,6,0.3413,0.00474169583249883
"Error",2,3.5,6.5,0.335,0.00472014067298818
"Error",2,3.5,7,0.3422,0.00474469885416574
"Error",2,3.5,7.5,0.3249,0.00468360893107675
"Error",2,3.5,8,0.3301,0.00470272373854303
"Error",2,3.5,8.5,0.3043,0.00460133330968565
"Error",2,3.5,9,0.3197,0.00466383598946336
"Error",2,3.5,9.5,0.2909,0.00454200197910545
"Error",2,3.5,10,0.3017,0.00459018714017176
"Error",2,4,1,0.3941,0.00488680950014517
"Error",2,4,1.5,0.3971,0.00489321503260745
"Error",2,4,2,0.3763,0.00484480940985523
"Error",2,4,2.5,0.3924,0.00488309414826768
"Error",2,4,3,0.3648,0.00481398103873957
"Error",2,4,3.5,0.3752,0.00484198724534136
"Error",2,4,4,0.3588,0.00479672355422799
"Error",2,4,4.5,0.3658,0.00481677860562571
"Error",2,4,5,0.3678,0.00482230665388944
"Error",2,4,5.5,0.3513,0.00477400357258047
"Error",2,4,6,0.3484,0.0047648729680276
"Error",2,4,6.5,0.3504,0.00477119067173411
"Error",2,4,7,0.3348,0.00471944099574634
"Error",2,4,7.5,0.3322,0.00471025844869104
"Error",2,4,8,0.3247,0.00468286065545323
"Error",2,4,8.5,0.3167,0.00465212588259634
"Error",2,4,9,0.33,0.00470236230219686
"Error",2,4,9.5,0.3129,0.00463697198082058
"Error",2,4,10,0.3267,0.00469029965898652
"Error",2,4.5,1,0.3992,0.00489758457134365
"Error",2,4.5,1.5,0.4013,0.00490186024111075
"Error",2,4.5,2,0.3868,0.00487041559775031
"Error",2,4.5,2.5,0.3814,0.00485754707402385
"Error",2,4.5,3,0.3751,0.0048417293640107
"Error",2,4.5,3.5,0.3799,0.00485385980385709
"Error",2,4.5,4,0.3749,0.00484121294039763
"Error",2,4.5,4.5,0.3708,0.00483043158599009
"Error",2,4.5,5,0.3617,0.00480516596612398
"Error",2,4.5,5.5,0.3624,0.00480717535497607
"Error",2,4.5,6,0.3559,0.00478809059867899
"Error",2,4.5,6.5,0.3446,0.00475261430522964
"Error",2,4.5,7,0.3542,0.00478294089994485
"Error",2,4.5,7.5,0.3468,0.00475975225449313
"Error",2,4.5,8,0.33,0.00470236230219686
"Error",2,4.5,8.5,0.3341,0.00471698462944278
"Error",2,4.5,9,0.329,0.00469873470317075
"Error",2,4.5,9.5,0.3431,0.00474768291372801
"Error",2,4.5,10,0.33,0.00470236230219686
"Error",2,5,1,0.4003,0.00489983589920968
"Error",2,5,1.5,0.3907,0.00487931673220517
"Error",2,5,2,0.3868,0.00487041559775031
"Error",2,5,2.5,0.3837,0.00486310559001118
"Error",2,5,3,0.3758,0.00484352990887822
"Error",2,5,3.5,0.3868,0.00487041559775031
"Error",2,5,4,0.3709,0.00483069897274261
"Error",2,5,4.5,0.3673,0.00482093301545603
"Error",2,5,5,0.3578,0.00479376824861217
"Error",2,5,5.5,0.3594,0.00479848585979522
"Error",2,5,6,0.36,0.0048002400180015
"Error",2,5,6.5,0.3654,0.00481566226601347
"Error",2,5,7,0.3487,0.00476582650861642
"Error",2,5,7.5,0.3463,0.00475813986653387
"Error",2,5,8,0.3419,0.00474369995561765
"Error",2,5,8.5,0.3412,0.00474136099136156
"Error",2,5,9,0.3345,0.00471838969566228
"Error",2,5,9.5,0.3244,0.00468173641564608
"Error",2,5,10,0.3109,0.00462885100496469
"Error",2,5.5,1,0.3922,0.00488265297046626
"Error",2,5.5,1.5,0.4017,0.00490266403208104
"Error",2,5.5,2,0.388,0.00487318938658039
"Error",2,5.5,2.5,0.3965,0.00489194931666424
"Error",2,5.5,3,0.3773,0.00484735192471809
"Error",2,5.5,3.5,0.3722,0.00483415482843594
"Error",2,5.5,4,0.3839,0.00486358349824946
"Error",2,5.5,4.5,0.3749,0.00484121294039763
"Error",2,5.5,5,0.3661,0.00481761351085722
"Error",2,5.5,5.5,0.3743,0.00483965837940272
"Error",2,5.5,6,0.3647,0.00481370004994257
"Error",2,5.5,6.5,0.3485,0.00476519104596767
"Error",2,5.5,7,0.3514,0.00477431496744201
"Error",2,5.5,7.5,0.3481,0.00476391734718908
"Error",2,5.5,8,0.345,0.00475392048482067
"Error",2,5.5,8.5,0.3479,0.00476327911031763
"Error",2,5.5,9,0.3276,0.00469361555761657
"Error",2,5.5,9.5,0.3412,0.00474136099136156
"Error",2,5.5,10,0.3297,0.00470127655005744
"Error",2,6,1,0.3962,0.00489131357560006
"Error",2,6,1.5,0.3934,0.00488528715666339
"Error",2,6,2,0.3896,0.00487683938183693
"Error",2,6,2.5,0.3801,0.0048543542799787
"Error",2,6,3,0.3887,0.0048747930582473
"Error",2,6,3.5,0.3816,0.00485803499888638
"Error",2,6,4,0.3745,0.00484017744837658
"Error",2,6,4.5,0.3681,0.00482312816090612
"Error",2,6,5,0.3746,0.00484043665206955
"Error",2,6,5.5,0.3625,0.00480746150984247
"Error",2,6,6,0.3639,0.00481144406591202
"Error",2,6,6.5,0.3676,0.00482175786771728
"Error",2,6,7,0.3674,0.0048212081893277
"Error",2,6,7.5,0.3747,0.00484069563528046
"Error",2,6,8,0.3521,0.00477648830041992
"Error",2,6,8.5,0.3481,0.00476391734718908
"Error",2,6,9,0.3523,0.00477710718691841
"Error",2,6,9.5,0.3318,0.00470883141653329
"Error",2,6,10,0.3376,0.00472915008072789
"Error",2,6.5,1,0.3924,0.00488309414826768
"Error",2,6.5,1.5,0.3956,0.00489003632353836
"Error",2,6.5,2,0.3875,0.00487203742543789
"Error",2,6.5,2.5,0.3879,0.00487295942660693
"Error",2,6.5,3,0.3838,0.00486334465282086
"Error",2,6.5,3.5,0.3784,0.00485012333550776
"Error",2,6.5,4,0.3898,0.00487729174824305
"Error",2,6.5,4.5,0.3753,0.00484224490640172
"Error",2,6.5,5,0.3806,0.00485558664552155
"Error",2,6.5,5.5,0.3704,0.00482935982006178
"Error",2,6.5,6,0.3757,0.00484327334864273
"Error",2,6.5,6.5,0.3731,0.00483652542615252
"Error",2,6.5,7,0.3596,0.0047990714840176
"Error",2,6.5,7.5,0.3735,0.00483757327712161
"Error",2,6.5,8,0.3591,0.00479760572599189
"Error",2,6.5,8.5,0.3607,0.00480227625045859
"Error",2,6.5,9,0.3525,0.00477772515594677
"Error",2,6.5,9.5,0.34,0.00473732458508201
"Error",2,6.5,10,0.3506,0.00477181737120171
"Error",2,7,1,0.4109,0.00492021746003014
"Error",2,7,1.5,0.3913,0.004880657033772
"Error",2,7,2,0.3847,0.00486548643979506
"Error",2,7,2.5,0.3929,0.00488419333508139
"Error",2,7,3,0.387,0.00487088005880403
"Error",2,7,3.5,0.3892,0.00487593206180594
"Error",2,7,4,0.3747,0.00484069563528046
"Error",2,7,4.5,0.3735,0.00483757327712161
"Error",2,7,5,0.3755,0.00484275956785212
"Error",2,7,5.5,0.3798,0.00485361223782612
"Error",2,7,6,0.3712,0.00483149980223883
"Error",2,7,6.5,0.3721,0.00483389032245922
"Error",2,7,7,0.3741,0.00483913842807504
"Error",2,7,7.5,0.3649,0.00481426180339947
"Error",2,7,8,0.3554,0.00478658282467918
"Error",2,7,8.5,0.3647,0.00481370004994257
"Error",2,7,9,0.3569,0.0047910890675759
"Error",2,7,9.5,0.3582,0.00479495309231652
"Error",2,7,10,0.3475,0.00476199985975078
"Error",2,7.5,1,0.4068,0.00491261532983582
"Error",2,7.5,1.5,0.3857,0.00486784558013699
"Error",2,7.5,2,0.4074,0.0049137499421368
"Error",2,7.5,2.5,0.3895,0.0048766128752766
"Error",2,7.5,3,0.3857,0.00486784558013699
"Error",2,7.5,3.5,0.3928,0.00488397392705285
"Error",2,7.5,4,0.3689,0.00482530904302886
"Error",2,7.5,4.5,0.3831,0.00486166664635267
"Error",2,7.5,5,0.377,0.00484659147699644
"Error",2,7.5,5.5,0.3712,0.00483149980223883
"Error",2,7.5,6,0.3757,0.00484327334864273
"Error",2,7.5,6.5,0.3616,0.0048048780094055
"Error",2,7.5,7,0.3626,0.00480774743965866
"Error",2,7.5,7.5,0.3602,0.00480082292842373
"Error",2,7.5,8,0.3545,0.00478385446333316
"Error",2,7.5,8.5,0.3617,0.00480516596612398
"Error",2,7.5,9,0.3432,0.00474801330695653
"Error",2,7.5,9.5,0.3574,0.00479257977315852
"Error",2,7.5,10,0.3589,0.00479701783799204
"Error",2,8,1,0.399,0.00489717247295038
"Error",2,8,1.5,0.3995,0.00489820112259835
"Error",2,8,2,0.4055,0.00491013094923077
"Error",2,8,2.5,0.3942,0.00488702612049805
"Error",2,8,3,0.3879,0.00487295942660693
"Error",2,8,3.5,0.3876,0.00487226824998275
"Error",2,8,4,0.375,0.00484147126237453
"Error",2,8,4.5,0.3862,0.00486901701913982
"Error",2,8,5,0.3885,0.00487433594606399
"Error",2,8,5.5,0.3746,0.00484043665206955
"Error",2,8,6,0.3741,0.00483913842807504
"Error",2,8,6.5,0.371,0.00483096613767705
"Error",2,8,7,0.3613,0.00480401278660719
"Error",2,8,7.5,0.3732,0.00483678772033104
"Error",2,8,8,0.3518,0.00477555824963528
"Error",2,8,8.5,0.3791,0.00485187315037262
"Error",2,8,9,0.3608,0.00480256623736169
"Error",2,8,9.5,0.3627,0.00480803314446477
"Error",2,8,10,0.3448,0.00475326786069705
"Error",2,8.5,1,0.3956,0.00489003632353836
"Error",2,8.5,1.5,0.3974,0.00489384500897783
"Error",2,8.5,2,0.3989,0.00489696610440615
"Error",2,8.5,2.5,0.3905,0.00487886824330536
"Error",2,8.5,3,0.3889,0.00487524930701811
"Error",2,8.5,3.5,0.3845,0.00486501200760938
"Error",2,8.5,4,0.3791,0.00485187315037262
"Error",2,8.5,4.5,0.3826,0.00486046154275917
"Error",2,8.5,5,0.3822,0.00485949354025157
"Error",2,8.5,5.5,0.3764,0.00484506465025458
"Error",2,8.5,6,0.3721,0.00483389032245922
"Error",2,8.5,6.5,0.3753,0.00484224490640172
"Error",2,8.5,7,0.3696,0.00482720562970122
"Error",2,8.5,7.5,0.375,0.00484147126237453
"Error",2,8.5,8,0.3784,0.00485012333550776
"Error",2,8.5,8.5,0.3719,0.0048333606463323
"Error",2,8.5,9,0.3566,0.00479019191618242
"Error",2,8.5,9.5,0.3693,0.0048263941413897
"Error",2,8.5,10,0.3617,0.00480516596612398
"Error",2,9,1,0.3911,0.00488021112720183
"Error",2,9,1.5,0.4046,0.00490839008528488
"Error",2,9,2,0.4067,0.0049124254897575
"Error",2,9,2.5,0.3991,0.00489737862858725
"Error",2,9,3,0.3858,0.00486808030136953
"Error",2,9,3.5,0.3902,0.00487819389503613
"Error",2,9,4,0.3892,0.00487593206180594
"Error",2,9,4.5,0.3778,0.00484861494724944
"Error",2,9,5,0.3864,0.00486948407816667
"Error",2,9,5.5,0.3818,0.00485852205137039
"Error",2,9,6,0.3763,0.00484480940985523
"Error",2,9,6.5,0.3759,0.0048437862490538
"Error",2,9,7,0.3726,0.00483521063927856
"Error",2,9,7.5,0.3769,0.00484633755518225
"Error",2,9,8,0.3754,0.00484250234722693
"Error",2,9,8.5,0.3663,0.00481816899612784
"Error",2,9,9,0.3826,0.00486046154275917
"Error",2,9,9.5,0.3698,0.00482774551034655
"Error",2,9,10,0.3526,0.00477803379652092
"Error",2,9.5,1,0.3968,0.0048925831354177
"Error",2,9.5,1.5,0.4042,0.0049076108713351
"Error",2,9.5,2,0.4046,0.00490839008528488
"Error",2,9.5,2.5,0.391,0.00487998785122902
"Error",2,9.5,3,0.3874,0.00487180638467345
"Error",2,9.5,3.5,0.39,0.00487774325256299
"Error",2,9.5,4,0.3895,0.0048766128752766
"Error",2,9.5,4.5,0.3858,0.00486808030136953
"Error",2,9.5,5,0.3916,0.00488132428063054
"Error",2,9.5,5.5,0.3761,0.00484429826936495
"Error",2,9.5,6,0.3831,0.00486166664635267
"Error",2,9.5,6.5,0.3654,0.00481566226601347
"Error",2,9.5,7,0.3851,0.00486643269929028
"Error",2,9.5,7.5,0.372,0.00483362559510347
"Error",2,9.5,8,0.3652,0.00481510275294849
"Error",2,9.5,8.5,0.3692,0.00482612320051143
"Error",2,9.5,9,0.362,0.00480602848420389
"Error",2,9.5,9.5,0.3578,0.00479376824861217
"Error",2,9.5,10,0.3646,0.00481341883696921
"Error",2,10,1,0.3973,0.00489363523023291
"Error",2,10,1.5,0.3978,0.00489468199081198
"Error",2,10,2,0.3949,0.00488853646594539
"Error",2,10,2.5,0.3934,0.00488528715666339
"Error",2,10,3,0.393,0.00488441252850073
"Error",2,10,3.5,0.3941,0.00488680950014517
"Error",2,10,4,0.3813,0.00485730278436849
"Error",2,10,4.5,0.3795,0.00485286822745099
"Error",2,10,5,0.3944,0.00488745871852362
"Error",2,10,5.5,0.3804,0.00485509435481118
"Error",2,10,6,0.3804,0.00485509435481118
"Error",2,10,6.5,0.3745,0.00484017744837658
"Error",2,10,7,0.3786,0.00485062437792142
"Error",2,10,7.5,0.3685,0.00482422038367144
"Error",2,10,8,0.3739,0.00483861759410911
"Error",2,10,8.5,0.3625,0.00480746150984247
"Error",2,10,9,0.3646,0.00481341883696921
"Error",2,10,9.5,0.3659,0.00481705713106461
"Error",2,10,10,0.3736,0.00483783468758973
"Error",2.5,1,1,0.4153,0.0049279833098287
"Error",2.5,1,1.5,0.3973,0.00489363523023291
"Error",2.5,1,2,0.3955,0.00488982269991496
"Error",2.5,1,2.5,0.4055,0.00491013094923077
"Error",2.5,1,3,0.362,0.00480602848420389
"Error",2.5,1,3.5,0.3686,0.00482449288248592
"Error",2.5,1,4,0.3731,0.00483652542615252
"Error",2.5,1,4.5,0.3394,0.00473529368684035
"Error",2.5,1,5,0.3493,0.00476772735403486
"Error",2.5,1,5.5,0.3662,0.00481789136528843
"Error",2.5,1,6,0.3868,0.00487041559775031
"Error",2.5,1,6.5,0.3727,0.00483547403890437
"Error",2.5,1,7,0.3743,0.00483965837940272
"Error",2.5,1,7.5,0.4104,0.00491930929708593
"Error",2.5,1,8,0.4055,0.00491013094923077
"Error",2.5,1,8.5,0.3968,0.0048925831354177
"Error",2.5,1,9,0.4505,0.00497568595723992
"Error",2.5,1,9.5,0.4246,0.00494306862108339
"Error",2.5,1,10,0.5124,0.00499871210535986
"Error",2.5,1.5,1,0.4131,0.00492415106656697
"Error",2.5,1.5,1.5,0.401,0.00490125516885451
"Error",2.5,1.5,2,0.402,0.00490326464719375
"Error",2.5,1.5,2.5,0.3902,0.00487819389503613
"Error",2.5,1.5,3,0.3889,0.00487524930701811
"Error",2.5,1.5,3.5,0.3735,0.00483757327712161
"Error",2.5,1.5,4,0.3695,0.00482693535594719
"Error",2.5,1.5,4.5,0.3441,0.00475097633940833
"Error",2.5,1.5,5,0.3573,0.00479228208651783
"Error",2.5,1.5,5.5,0.3637,0.00481087782577623
"Error",2.5,1.5,6,0.3544,0.00478355017066023
"Error",2.5,1.5,6.5,0.3516,0.00477493706789945
"Error",2.5,1.5,7,0.3005,0.00458498388303828
"Error",2.5,1.5,7.5,0.3402,0.00473799966906778
"Error",2.5,1.5,8,0.3125,0.00463535582802067
"Error",2.5,1.5,8.5,0.3665,0.00481872358718582
"Error",2.5,1.5,9,0.3583,0.00479524873609744
"Error",2.5,1.5,9.5,0.3953,0.00488939481103355
"Error",2.5,1.5,10,0.3627,0.00480803314446477
"Error",2.5,2,1,0.4167,0.00493036934257317
"Error",2.5,2,1.5,0.3975,0.00489405457438081
"Error",2.5,2,2,0.4,0.00489922445291334
"Error",2.5,2,2.5,0.3932,0.00488485027162733
"Error",2.5,2,3,0.4087,0.00491618224690547
"Error",2.5,2,3.5,0.3946,0.0048878904598318
"Error",2.5,2,4,0.3664,0.0048184464034141
"Error",2.5,2,4.5,0.3728,0.00483573721736857
"Error",2.5,2,5,0.3609,0.0048028559985257
"Error",2.5,2,5.5,0.3596,0.0047990714840176
"Error",2.5,2,6,0.3613,0.00480401278660719
"Error",2.5,2,6.5,0.3609,0.0048028559985257
"Error",2.5,2,7,0.3378,0.00472983648082188
"Error",2.5,2,7.5,0.3469,0.00476007403623967
"Error",2.5,2,8,0.3338,0.00471592832833577
"Error",2.5,2,8.5,0.3662,0.00481789136528843
"Error",2.5,2,9,0.3697,0.00482747568115524
"Error",2.5,2,9.5,0.359,0.00479731189523279
"Error",2.5,2,10,0.3066,0.00461104870685809
"Error",2.5,2.5,1,0.4181,0.00493271448263699
"Error",2.5,2.5,1.5,0.4141,0.00492590554665286
"Error",2.5,2.5,2,0.3974,0.00489384500897783
"Error",2.5,2.5,2.5,0.4072,0.00491337258133477
"Error",2.5,2.5,3,0.405,0.00490916591601864
"Error",2.5,2.5,3.5,0.3804,0.00485509435481118
"Error",2.5,2.5,4,0.3736,0.00483783468758973
"Error",2.5,2.5,4.5,0.3933,0.00488506882139228
"Error",2.5,2.5,5,0.3794,0.00485261978645342
"Error",2.5,2.5,5.5,0.3685,0.00482422038367144
"Error",2.5,2.5,6,0.3672,0.0048206576184155
"Error",2.5,2.5,6.5,0.3626,0.00480774743965866
"Error",2.5,2.5,7,0.3601,0.00480053158622574
"Error",2.5,2.5,7.5,0.3739,0.00483861759410911
"Error",2.5,2.5,8,0.3356,0.00472223399985589
"Error",2.5,2.5,8.5,0.3548,0.00478476597113588
"Error",2.5,2.5,9,0.324,0.00468023401755146
"Error",2.5,2.5,9.5,0.3558,0.00478778949963648
"Error",2.5,2.5,10,0.3678,0.00482230665388944
"Error",2.5,3,1,0.4182,0.0049328804294178
"Error",2.5,3,1.5,0.4122,0.00492255412909959
"Error",2.5,3,2,0.4043,0.00490780599208705
"Error",2.5,3,2.5,0.4042,0.0049076108713351
"Error",2.5,3,3,0.3894,0.00487638615310472
"Error",2.5,3,3.5,0.4037,0.00490663209379411
"Error",2.5,3,4,0.3978,0.00489468199081198
"Error",2.5,3,4.5,0.393,0.00488441252850073
"Error",2.5,3,5,0.3738,0.00483835684604773
"Error",2.5,3,5.5,0.3715,0.00483229863636459
"Error",2.5,3,6,0.3748,0.00484095439804471
"Error",2.5,3,6.5,0.3728,0.00483573721736857
"Error",2.5,3,7,0.3688,0.00482503721212695
"Error",2.5,3,7.5,0.3608,0.00480256623736169
"Error",2.5,3,8,0.3641,0.00481200940808041
"Error",2.5,3,8.5,0.3626,0.00480774743965866
"Error",2.5,3,9,0.3603,0.00480111404463662
"Error",2.5,3,9.5,0.3458,0.00475652167553612
"Error",2.5,3,10,0.3202,0.00466576606114084
"Error",2.5,3.5,1,0.4255,0.00494443320735291
"Error",2.5,3.5,1.5,0.4203,0.00493631722266431
"Error",2.5,3.5,2,0.4169,0.00493070686484389
"Error",2.5,3.5,2.5,0.4175,0.00493171442611168
"Error",2.5,3.5,3,0.4048,0.00490877842345334
"Error",2.5,3.5,3.5,0.3966,0.00489216080313519
"Error",2.5,3.5,4,0.3906,0.00487909259539676
"Error",2.5,3.5,4.5,0.3955,0.00488982269991496
"Error",2.5,3.5,5,0.3977,0.00489447306527053
"Error",2.5,3.5,5.5,0.389,0.00487547710769959
"Error",2.5,3.5,6,0.3957,0.00489024973332093
"Error",2.5,3.5,6.5,0.3813,0.00485730278436849
"Error",2.5,3.5,7,0.3769,0.00484633755518225
"Error",2.5,3.5,7.5,0.3598,0.00479965620330946
"Error",2.5,3.5,8,0.3822,0.00485949354025157
"Error",2.5,3.5,8.5,0.3611,0.00480343484379979
